depth,RMean,RABD620,RABD670,RABD715,RABD845,RABD830,depth [mm]
146,0.0987877,1.00327,1.00123,1.00225,0.996855,0.98738,4.9056
147,0.0994827,1.00212,1.00128,1.00253,0.996757,0.988047,4.9392
148,0.0999333,1.00119,1.00153,1.00313,0.996827,0.98831,4.9728
149,0.100128,1.00038,1.00172,1.00342,0.99664,0.988874,5.0064
150,0.100158,0.999517,1.00177,1.00336,0.996596,0.989556,5.04
151,0.100045,0.998847,1.00189,1.00388,0.996051,0.990146,5.0736
152,0.0998036,0.998757,1.00204,1.00374,0.995918,0.990445,5.1072
153,0.099387,0.999017,1.00225,1.00383,0.995744,0.991115,5.1408
154,0.098919,0.998753,1.00223,1.00369,0.995753,0.990901,5.1744
155,0.0984625,0.999697,1.00277,1.00381,0.995943,0.991792,5.208
156,0.0980592,0.999541,1.00304,1.00357,0.99606,0.991966,5.2416
157,0.0977745,1.0006,1.00327,1.00371,0.99623,0.991642,5.2752
158,0.0976319,1.00005,1.00322,1.00358,0.995868,0.991381,5.3088
159,0.09762,1.00013,1.00307,1.00354,0.995888,0.991587,5.3424
160,0.0977131,1.00073,1.00319,1.0034,0.996164,0.991904,5.376
161,0.0978692,1.00095,1.00397,1.00332,0.996829,0.992111,5.4096
162,0.0980614,1.00129,1.00507,1.00352,0.9971,0.991988,5.4432
163,0.0982172,1.00112,1.00495,1.00323,0.99731,0.992417,5.4768
164,0.0983327,1.00114,1.00482,1.00313,0.997729,0.992418,5.5104
165,0.0985435,1.00075,1.00509,1.00315,0.99778,0.992267,5.544
166,0.0987282,1.0014,1.00535,1.00283,0.997558,0.992139,5.5776
167,0.0989322,1.00141,1.00527,1.00222,0.997359,0.992193,5.6112
168,0.0991343,1.00115,1.00539,1.00165,0.997503,0.992232,5.6448
169,0.0993229,1.00129,1.0063,1.00213,0.9979,0.991966,5.6784
170,0.099316,1.00167,1.00627,1.00185,0.998361,0.991426,5.712
171,0.0992877,1.00157,1.00674,1.00175,0.998421,0.991017,5.7456
172,0.099133,1.00153,1.00785,1.00206,0.998596,0.990819,5.7792
173,0.0988598,1.00158,1.00773,1.00186,0.998024,0.990991,5.8128
174,0.0984538,1.00224,1.00738,1.00191,0.997829,0.991231,5.8464
175,0.0980202,1.00257,1.0064,1.00228,0.997314,0.991033,5.88
176,0.0975469,1.00271,1.00617,1.00253,0.997353,0.990389,5.9136
177,0.0969884,1.00252,1.00632,1.00327,0.996983,0.989886,5.9472
178,0.0964446,1.00234,1.00628,1.00406,0.997212,0.989489,5.9808
179,0.09594,1.00197,1.00599,1.00505,0.997311,0.98965,6.0144
180,0.0954347,1.00117,1.00485,1.00575,0.997114,0.989225,6.048
181,0.0950467,1.00086,1.004,1.00605,0.99746,0.989046,6.0816
182,0.0947015,0.999945,1.00355,1.00613,0.997752,0.988849,6.1152
183,0.0945063,0.999937,1.00333,1.00605,0.998281,0.988988,6.1488
184,0.0944243,0.999662,1.00312,1.00594,0.998717,0.989516,6.1824
185,0.0944934,0.999164,1.00326,1.00585,0.999426,0.989513,6.216
186,0.0945601,0.999358,1.00318,1.00584,0.99983,0.989623,6.2496
187,0.0946561,0.99881,1.00242,1.0054,1.00019,0.990117,6.2832
188,0.0947695,0.998211,1.00213,1.00513,1.00041,0.990234,6.3168
189,0.0949837,0.998016,1.00188,1.00488,1.00067,0.990974,6.3504
190,0.0952525,0.99838,1.00202,1.00429,1.0009,0.991714,6.384
191,0.0955637,0.998145,1.0018,1.00398,1.0014,0.991718,6.4176
192,0.0959825,0.998368,1.00223,1.00342,1.00217,0.992088,6.4512
193,0.0963812,0.998277,1.00261,1.00297,1.00295,0.99178,6.4848
194,0.096686,0.998579,1.00297,1.00223,1.00301,0.991861,6.5184
195,0.0969752,0.998965,1.00347,1.00148,1.00285,0.992207,6.552
196,0.0970527,0.999667,1.00302,1.00098,1.00268,0.992914,6.5856
197,0.0969014,0.999523,1.00217,1.00045,1.00194,0.993549,6.6192
198,0.0965383,1.00003,1.00171,1.00067,1.00214,0.993714,6.6528
199,0.0960049,1.00068,1.00215,1.00106,1.00138,0.993192,6.6864
200,0.0953765,1.0007,1.00344,1.0014,1.00128,0.992799,6.72
201,0.0945587,1.00076,1.00372,1.00175,1.00069,0.993018,6.7536
202,0.0936542,1.00131,1.00377,1.00211,1.00087,0.992799,6.7872
203,0.0928223,1.00123,1.00305,1.00225,1.0002,0.993078,6.8208
204,0.0919935,1.00135,1.00294,1.00232,0.99985,0.993047,6.8544
205,0.0912882,1.0009,1.00318,1.00197,0.9994,0.992775,6.888
206,0.0906105,1.00154,1.00386,1.00201,0.998902,0.992541,6.9216
207,0.0898887,1.00129,1.00404,1.00238,0.998277,0.99245,6.9552
208,0.0892633,1.00166,1.00414,1.00239,0.997863,0.992087,6.9888
209,0.088674,1.00151,1.00383,1.00228,0.997831,0.99143,7.0224
210,0.0880251,1.00195,1.00377,1.00242,0.997624,0.991301,7.056
211,0.0874132,1.00147,1.00379,1.00251,0.997819,0.99111,7.0896
212,0.0869002,1.00133,1.00353,1.00281,0.997504,0.990898,7.1232
213,0.0865702,1.00156,1.00388,1.00304,0.998033,0.991205,7.1568
214,0.0864231,1.00109,1.00406,1.00317,0.998349,0.991247,7.1904
215,0.0865378,1.00087,1.00429,1.00341,0.998734,0.990863,7.224
216,0.0868361,0.999959,1.00419,1.00349,0.999776,0.990824,7.2576
217,0.0873245,0.999709,1.00485,1.0036,1.00068,0.990281,7.2912
218,0.0878414,0.999984,1.00506,1.0031,1.00094,0.990649,7.3248
219,0.0883636,1.00034,1.00382,1.00283,1.00129,0.990561,7.3584
220,0.0887636,1.00049,1.00326,1.00265,1.00188,0.991036,7.392
221,0.088973,0.999885,1.00285,1.00281,1.00241,0.991207,7.4256
222,0.0891451,1.00033,1.00353,1.0034,1.00275,0.990925,7.4592
223,0.0893532,1.00033,1.00306,1.00349,1.00251,0.990683,7.4928
224,0.0894954,0.999942,1.00287,1.00322,1.00258,0.990801,7.5264
225,0.0896064,0.999824,1.00219,1.00303,1.00153,0.991583,7.56
226,0.0896796,0.99935,1.0027,1.00375,1.00135,0.991252,7.5936
227,0.0897287,0.998967,1.00221,1.00403,1.00088,0.991915,7.6272
228,0.0895582,0.998882,1.00255,1.0041,1.00063,0.991806,7.6608
229,0.0892595,0.998576,1.0031,1.00418,1.0003,0.991552,7.6944
230,0.0887875,0.999137,1.00317,1.00432,0.999837,0.990825,7.728
231,0.0881757,0.998333,1.00277,1.00418,0.999356,0.990671,7.7616
232,0.0875718,0.999095,1.00253,1.00357,0.999082,0.990201,7.7952
233,0.0869302,0.998662,1.00324,1.00341,0.99909,0.989955,7.8288
234,0.0862308,0.998588,1.0041,1.00294,0.99872,0.989768,7.8624
235,0.0855891,0.999119,1.00415,1.00274,0.998724,0.989465,7.896
236,0.085145,1.00008,1.00389,1.0026,0.998064,0.989342,7.9296
237,0.0847271,1.0001,1.00436,1.00272,0.998235,0.98972,7.9632
238,0.0844309,1.00024,1.00415,1.00268,0.997817,0.989545,7.9968
239,0.0842651,1.0014,1.00442,1.00207,0.997616,0.989531,8.0304
240,0.084173,1.0021,1.00408,1.00166,0.997904,0.989678,8.064
241,0.084184,1.00272,1.00463,1.00086,0.997199,0.989348,8.0976
242,0.0841528,1.00325,1.00391,1.00036,0.996549,0.989698,8.1312
243,0.084057,1.00303,1.00314,1.00035,0.995988,0.989651,8.1648
244,0.0837784,1.00255,1.00283,0.999877,0.995881,0.990502,8.1984
245,0.0834322,1.00205,1.00232,1.00001,0.995707,0.990741,8.232
246,0.0832037,1.00261,1.00191,1.00004,0.994958,0.990925,8.2656
247,0.08293,1.00227,1.00089,0.999872,0.994569,0.991417,8.2992
248,0.0827384,1.00184,1.00101,0.999856,0.994483,0.991733,8.3328
249,0.08278,1.00221,1.00119,1.00051,0.994316,0.991925,8.3664
250,0.0829016,1.00252,1.00244,1.00178,0.995118,0.991696,8.4
251,0.0832578,1.00237,1.00158,1.00175,0.995094,0.992148,8.4336
252,0.0836687,1.00246,1.00178,1.00153,0.995594,0.99162,8.4672
253,0.0842161,1.00259,1.00215,1.00155,0.995392,0.990869,8.5008
254,0.0847042,1.00301,1.00179,1.00146,0.995346,0.991226,8.5344
255,0.0851432,1.00282,1.00231,1.00169,0.995898,0.991566,8.568
256,0.08535,1.00322,1.00317,1.00201,0.996611,0.991812,8.6016
257,0.0855152,1.00217,1.00424,1.00238,0.99723,0.992135,8.6352
258,0.0854518,1.00192,1.00353,1.00256,0.99717,0.99192,8.6688
259,0.0853085,1.00256,1.0024,1.00355,0.997546,0.991771,8.7024
260,0.0850466,1.00255,1.00259,1.0045,0.997578,0.99165,8.736
261,0.084612,1.0023,1.00254,1.00495,0.997602,0.991828,8.7696
262,0.0842092,1.00233,1.00252,1.00459,0.99716,0.991664,8.8032
263,0.0837644,1.00236,1.00235,1.00429,0.997214,0.991944,8.8368
264,0.0833858,1.00244,1.0025,1.00432,0.99734,0.992069,8.8704
265,0.0829603,1.00186,1.00265,1.00436,0.997374,0.991953,8.904
266,0.0824248,1.00107,1.00276,1.00477,0.998168,0.992235,8.9376
267,0.0818385,0.999985,1.00239,1.00467,0.998576,0.992167,8.9712
268,0.0812459,1.00029,1.00186,1.00456,0.999437,0.991976,9.0048
269,0.0808612,1.00046,1.00142,1.00499,1.00001,0.991792,9.0384
270,0.0805603,0.999979,1.00097,1.00509,0.99998,0.991713,9.072
271,0.0804416,0.999107,1.00117,1.00487,1.00056,0.99154,9.1056
272,0.0806877,0.998918,1.00074,1.00462,1.00141,0.991277,9.1392
273,0.0811438,0.999954,1.00059,1.00466,1.00156,0.991121,9.1728
274,0.0816858,1.00014,1.00032,1.00455,1.00131,0.990846,9.2064
275,0.0824443,0.999983,0.999184,1.00407,1.00075,0.990651,9.24
276,0.0830957,1.0008,0.999356,1.00348,1.0004,0.990032,9.2736
277,0.0837253,1.00147,1.00007,1.00341,0.999685,0.989778,9.3072
278,0.0841627,1.00099,1.0005,1.00302,0.999253,0.990445,9.3408
279,0.0843893,1.00038,1.00102,1.0029,0.998787,0.99017,9.3744
280,0.0844195,0.999632,1.00165,1.00216,0.998184,0.990372,9.408
281,0.0843318,0.999078,1.00085,1.00171,0.997642,0.990085,9.4416
282,0.0840219,0.999851,1.00066,1.00138,0.996486,0.989656,9.4752
283,0.0836291,1.0004,1.00053,1.00128,0.995929,0.989481,9.5088
284,0.0830975,0.999982,1.00146,1.00058,0.994953,0.989609,9.5424
285,0.0825697,0.999807,1.0014,0.99944,0.994269,0.989919,9.576
286,0.0820392,0.999464,1.00122,0.998948,0.993523,0.990014,9.6096
287,0.0816025,0.999651,1.00168,0.99886,0.993068,0.990473,9.6432
288,0.0811509,0.999576,1.00222,0.998911,0.993166,0.990803,9.6768
289,0.0806666,0.998876,1.0026,0.99901,0.994216,0.990735,9.7104
290,0.0801552,0.998592,1.00317,0.999711,0.9946,0.990565,9.744
291,0.0796997,0.999185,1.00268,0.999873,0.994804,0.990135,9.7776
292,0.0792953,1.00021,1.00333,1.0003,0.994982,0.989961,9.8112
293,0.0789735,0.999763,1.00369,1.00098,0.995404,0.990384,9.8448
294,0.0787465,0.99885,1.00403,1.00167,0.995457,0.990742,9.8784
295,0.0787258,0.998798,1.00408,1.00238,0.996031,0.990667,9.912
296,0.0788606,0.998637,1.00355,1.00284,0.996561,0.991128,9.9456
297,0.0791313,0.998961,1.00345,1.00309,0.996869,0.991202,9.9792
298,0.0793677,0.999305,1.00323,1.003,0.996899,0.991378,10.0128
299,0.0796989,0.999277,1.00303,1.00293,0.996944,0.991655,10.0464
300,0.0799931,0.999312,1.00337,1.0031,0.9974,0.991521,10.08
301,0.0802581,0.999814,1.0039,1.0033,0.997557,0.991634,10.1136
302,0.0804966,0.999457,1.00407,1.00281,0.997419,0.991587,10.1472
303,0.0807237,0.999521,1.00387,1.00242,0.997758,0.991557,10.1808
304,0.0810561,0.999855,1.00375,1.00208,0.998141,0.991523,10.2144
305,0.0814049,1.00038,1.00305,1.00234,0.998447,0.99159,10.248
306,0.0817412,1.00057,1.00265,1.002,0.998692,0.991273,10.2816
307,0.0820471,1.00109,1.0025,1.00195,0.999372,0.990752,10.3152
308,0.08235,1.00055,1.00254,1.00223,0.999252,0.990849,10.3488
309,0.0825867,1.00105,1.00253,1.00201,0.999493,0.990527,10.3824
310,0.0827013,1.00152,1.00194,1.0028,1.00008,0.99049,10.416
311,0.0827501,1.00164,1.00204,1.00348,1.00056,0.990288,10.4496
312,0.0825296,1.00113,1.00113,1.00392,1.00119,0.990266,10.4832
313,0.0823082,1.00124,1.00137,1.00398,1.00222,0.989736,10.5168
314,0.0818927,1.00163,1.00196,1.00485,1.0023,0.989502,10.5504
315,0.0814076,1.00278,1.00196,1.00485,1.00243,0.988991,10.584
316,0.0809267,1.0027,1.00218,1.00549,1.00244,0.988904,10.6176
317,0.0805707,1.00225,1.00215,1.0064,1.0028,0.988865,10.6512
318,0.0803521,1.00243,1.00201,1.00656,1.00284,0.989145,10.6848
319,0.0801776,1.00234,1.00156,1.00638,1.00308,0.989463,10.7184
320,0.0800866,1.0017,1.00082,1.00578,1.00329,0.99014,10.752
321,0.0800411,1.00162,1.00061,1.00495,1.00366,0.990149,10.7856
322,0.0799301,1.00138,0.999907,1.00434,1.00339,0.990454,10.8192
323,0.0799479,1.00118,1.00019,1.00375,1.00265,0.990284,10.8528
324,0.0799657,1.00079,1.00025,1.00331,1.00285,0.98979,10.8864
325,0.079994,1.00074,1.00024,1.00212,1.00248,0.989292,10.92
326,0.0802463,0.999408,1.00006,1.00108,1.00204,0.989202,10.9536
327,0.0806601,0.998987,0.999999,1.00079,1.00194,0.989476,10.9872
328,0.0812021,0.998078,0.999899,1.00022,1.00183,0.990158,11.0208
329,0.0818808,0.997533,0.999904,0.999646,1.00149,0.990489,11.0544
330,0.0826398,0.998035,0.999413,0.998932,1.00135,0.990723,11.088
331,0.0834575,0.998574,1.00077,0.999325,1.00069,0.991088,11.1216
332,0.0843587,0.998193,1.0007,0.999473,1.00037,0.991575,11.1552
333,0.0851437,0.998242,1.00117,0.999436,1.00054,0.991491,11.1888
334,0.0859211,0.998024,1.00134,1.00023,1.00044,0.991279,11.2224
335,0.086627,0.997204,1.00142,1.00058,0.999747,0.990813,11.256
336,0.0871447,0.997276,1.00205,1.00088,0.999568,0.99104,11.2896
337,0.0876237,0.997547,1.00244,1.00121,1.00034,0.99098,11.3232
338,0.0878547,0.998388,1.0029,1.00175,1.00059,0.99079,11.3568
339,0.0880552,0.999259,1.0021,1.00184,1.00039,0.990605,11.3904
340,0.0882402,0.999805,1.00199,1.00282,1.00079,0.990791,11.424
341,0.0883949,1.00109,1.00213,1.00314,1.00113,0.990905,11.4576
342,0.0884067,1.00214,1.00178,1.00333,1.00165,0.99096,11.4912
343,0.0884069,1.00149,1.00225,1.00394,1.00191,0.991117,11.5248
344,0.0881285,1.00143,1.00246,1.00403,1.00199,0.991051,11.5584
345,0.087751,1.00157,1.00327,1.00449,1.00188,0.990641,11.592
346,0.087074,1.00125,1.00348,1.00504,1.00187,0.99024,11.6256
347,0.0862806,1.00174,1.0036,1.00533,1.00229,0.989707,11.6592
348,0.0853087,1.00153,1.0031,1.00582,1.00294,0.98951,11.6928
349,0.0844104,1.00225,1.00346,1.00582,1.00307,0.989664,11.7264
350,0.0837571,1.00216,1.00345,1.00662,1.00273,0.990777,11.76
351,0.0833426,1.00292,1.00358,1.00682,1.00244,0.991159,11.7936
352,0.0831903,1.00335,1.00379,1.0064,1.0024,0.991763,11.8272
353,0.0833688,1.00443,1.00347,1.00645,1.00189,0.991791,11.8608
354,0.0837364,1.00568,1.00331,1.0061,1.00146,0.992037,11.8944
355,0.0843634,1.00596,1.00409,1.00616,1.00076,0.992205,11.928
356,0.0851654,1.0062,1.00346,1.00533,1.00004,0.992093,11.9616
357,0.0859534,1.00582,1.00362,1.00513,0.998986,0.99205,11.9952
358,0.0867299,1.00561,1.00396,1.00466,0.998184,0.992071,12.0288
359,0.0874135,1.00477,1.00357,1.00433,0.997971,0.99194,12.0624
360,0.0879841,1.00483,1.00377,1.00399,0.99826,0.991835,12.096
361,0.0885348,1.0042,1.00331,1.00299,0.998652,0.991944,12.1296
362,0.0888767,1.00433,1.00315,1.0023,0.998346,0.992151,12.1632
363,0.0891682,1.00354,1.00217,1.00192,0.998031,0.992122,12.1968
364,0.089352,1.00435,1.00257,1.00232,0.998035,0.991561,12.2304
365,0.0894168,1.00338,1.00255,1.00228,0.998032,0.991236,12.264
366,0.0892983,1.00302,1.00293,1.00228,0.997465,0.991085,12.2976
367,0.0889843,1.00091,1.00313,1.00192,0.997174,0.991231,12.3312
368,0.0882986,1.00044,1.00238,1.00244,0.996755,0.991283,12.3648
369,0.0874304,0.999765,1.00235,1.00342,0.997184,0.990842,12.3984
370,0.0862098,0.999735,1.00178,1.00362,0.997359,0.991041,12.432
371,0.0848963,0.999551,1.00144,1.00397,0.997401,0.991266,12.4656
372,0.0835164,0.99896,1.00112,1.00434,0.997241,0.991186,12.4992
373,0.0821696,0.998967,1.00101,1.00478,0.997721,0.991241,12.5328
374,0.0810327,0.999614,1.00037,1.00475,0.99742,0.991169,12.5664
375,0.080007,1.00034,0.99952,1.00459,0.997371,0.99064,12.6
376,0.079079,1.00163,0.999112,1.0042,0.997646,0.990538,12.6336
377,0.0782439,1.00284,0.997655,1.00371,0.997602,0.990394,12.6672
378,0.0775302,1.00235,0.997677,1.00334,0.997612,0.990107,12.7008
379,0.0769896,1.00313,0.997591,1.00349,0.997044,0.990093,12.7344
380,0.0764443,1.00311,0.99793,1.00366,0.996946,0.989561,12.768
381,0.0758805,1.00344,0.998596,1.00411,0.997012,0.989976,12.8016
382,0.0753785,1.00296,0.998953,1.00432,0.997336,0.989651,12.8352
383,0.0748727,1.00324,0.999782,1.00413,0.997683,0.989049,12.8688
384,0.0744014,1.00346,1.00062,1.00356,0.998472,0.989535,12.9024
385,0.0739015,1.00436,1.00143,1.00306,0.99876,0.990095,12.936
386,0.0732406,1.00489,1.00165,1.0034,0.998576,0.990211,12.9696
387,0.0726533,1.00507,1.00152,1.00356,0.998768,0.989944,13.0032
388,0.0721297,1.00548,1.00215,1.0043,0.998704,0.990496,13.0368
389,0.0717814,1.0044,1.00236,1.0042,0.99891,0.991421,13.0704
390,0.0717401,1.00392,1.00226,1.00371,0.998265,0.991817,13.104
391,0.0719287,1.00279,1.00173,1.00322,0.998586,0.992185,13.1376
392,0.0723773,1.00317,1.00202,1.00352,0.998763,0.992857,13.1712
393,0.0729764,1.0026,1.0021,1.00258,0.999201,0.993341,13.2048
