depth,RMean,RABD620,RABD670,RABD715,RABD845,RABD830,depth [mm]
5447,0.0949713,1.00006,1.00086,1.00571,0.998886,0.987049,168.857
5448,0.0945332,1.00015,1.00083,1.00629,0.998733,0.987256,168.888
5449,0.0940954,0.999482,1.00103,1.00614,0.998432,0.987669,168.919
5450,0.0936243,0.999131,1.00109,1.00599,0.998248,0.988014,168.95
5451,0.093181,0.998732,1.00068,1.0057,0.998132,0.988571,168.981
5452,0.0927699,0.997865,1.0002,1.00584,0.998107,0.988771,169.012
5453,0.0923705,0.99716,0.999533,1.00575,0.998047,0.98902,169.043
5454,0.091954,0.996471,0.99968,1.00594,0.997862,0.988893,169.074
5455,0.0915211,0.996061,0.999247,1.00587,0.997904,0.988909,169.105
5456,0.091035,0.995691,0.999477,1.00583,0.997895,0.988482,169.136
5457,0.0905555,0.995289,0.999002,1.00447,0.998224,0.988395,169.167
5458,0.0901082,0.994621,0.998797,1.00399,0.998341,0.9882,169.198
5459,0.0896535,0.993995,0.998482,1.00359,0.998284,0.988271,169.229
5460,0.0891638,0.994478,0.998475,1.0034,0.998719,0.987716,169.26
5461,0.0887221,0.995111,0.998241,1.00301,0.999364,0.987582,169.291
5462,0.0883872,0.995496,0.997607,1.00266,0.999746,0.98753,169.322
5463,0.0881171,0.996006,0.997525,1.00277,1.00032,0.987468,169.353
5464,0.0878907,0.996252,0.997779,1.00303,1.00074,0.987233,169.384
5465,0.0876764,0.996769,0.998555,1.00308,1.00103,0.987103,169.415
5466,0.0875334,0.997646,0.998838,1.00356,1.00113,0.986517,169.446
5467,0.087434,0.998026,0.999264,1.0046,1.00127,0.986104,169.477
5468,0.0874273,0.997885,0.998955,1.00531,1.00142,0.985854,169.508
5469,0.0875406,0.99904,0.999238,1.00605,1.00159,0.985263,169.539
5470,0.0877324,0.999362,0.999756,1.00647,1.00189,0.984898,169.57
5471,0.0880041,0.999337,0.999981,1.00641,1.00221,0.984684,169.601
5472,0.088244,0.999346,1.00034,1.00638,1.00211,0.984347,169.632
5473,0.08857,0.998618,1.00062,1.00644,1.00187,0.984596,169.663
5474,0.0888588,0.99886,1.00003,1.00657,1.00192,0.984787,169.694
5475,0.0891052,0.998814,0.999635,1.00662,1.00177,0.985131,169.725
5476,0.0893578,0.997924,0.99962,1.0068,1.00157,0.984982,169.756
5477,0.0895913,0.997559,0.999972,1.00708,1.00139,0.985168,169.787
5478,0.0897755,0.997187,1.00008,1.00755,1.00127,0.985183,169.818
5479,0.0899546,0.997063,0.999529,1.0073,1.00119,0.985391,169.849
5480,0.090171,0.996462,0.999945,1.00744,1.00063,0.985691,169.88
5481,0.090361,0.995773,0.999199,1.00655,1.0004,0.986136,169.911
5482,0.0904774,0.995774,0.999588,1.00665,1.00016,0.986403,169.942
5483,0.0905256,0.995388,0.999709,1.00663,0.999668,0.986491,169.973
5484,0.0905139,0.995588,0.999656,1.00552,0.999598,0.986554,170.004
5485,0.0903555,0.995855,0.999995,1.00487,0.999012,0.986979,170.035
5486,0.0901534,0.996236,0.999361,1.00464,0.998867,0.987152,170.066
5487,0.0898302,0.996213,0.999274,1.0046,0.998411,0.987432,170.097
5488,0.0894066,0.995968,0.999517,1.00495,0.997889,0.987249,170.128
5489,0.0889102,0.996257,0.999104,1.00467,0.997501,0.986898,170.159
5490,0.0883345,0.99668,0.998801,1.00478,0.997065,0.986742,170.19
5491,0.087643,0.99621,0.99841,1.00483,0.997158,0.986601,170.221
5492,0.0869417,0.996684,0.998334,1.00479,0.996763,0.986355,170.252
5493,0.0862134,0.997688,0.998821,1.00435,0.996401,0.986057,170.283
5494,0.0853889,0.997273,0.998586,1.00367,0.996381,0.986113,170.314
5495,0.0845541,0.997165,0.997742,1.00298,0.996111,0.986282,170.345
5496,0.0837452,0.996869,0.99772,1.0029,0.995791,0.986558,170.376
5497,0.0829789,0.996708,0.997401,1.0033,0.99597,0.987381,170.407
5498,0.0822377,0.996628,0.99646,1.00303,0.996333,0.987549,170.438
5499,0.0816666,0.996726,0.996486,1.0032,0.99659,0.987423,170.469
5500,0.0812513,0.99689,0.996353,1.00351,0.996684,0.987497,170.5
5501,0.0809961,0.9974,0.996661,1.00433,0.997158,0.987277,170.531
5502,0.080923,0.997761,0.99699,1.00514,0.997379,0.986896,170.562
5503,0.0810078,0.997703,0.996815,1.00501,0.997825,0.986973,170.593
5504,0.0812477,0.997752,0.99723,1.00509,0.998554,0.987014,170.624
5505,0.0814925,0.997609,0.997737,1.00447,0.999321,0.986595,170.655
5506,0.0816488,0.997289,0.998159,1.0039,0.999974,0.986499,170.686
5507,0.0817114,0.997092,0.998823,1.00347,1.00044,0.986116,170.717
5508,0.0815565,0.997243,0.999236,1.0032,1.00064,0.985738,170.748
5509,0.0811828,0.9971,0.99906,1.00451,1.00038,0.985928,170.779
5510,0.0805611,0.997525,0.997783,1.00535,1.00045,0.985761,170.81
5511,0.0796642,0.99708,0.997275,1.00643,0.999367,0.986182,170.841
5512,0.078422,0.997814,0.997428,1.00711,0.999185,0.986789,170.872
5513,0.0768997,0.998106,0.997036,1.0071,0.999368,0.987638,170.903
5514,0.0750437,0.998348,0.997355,1.00702,0.998851,0.988589,170.934
5515,0.0729757,0.99807,0.997275,1.00691,0.998459,0.990142,170.965
5516,0.0706802,0.998795,0.997554,1.00669,0.997761,0.991866,170.996
5517,0.0682203,0.998369,0.996664,1.00564,0.997436,0.994309,171.027
5518,0.0656764,0.997653,0.995818,1.00546,0.997587,0.996489,171.058
5519,0.063125,0.997925,0.995136,1.0052,0.997694,0.998731,171.089
5520,0.0606111,0.996949,0.994652,1.00558,0.997787,1.0011,171.12
5521,0.0581938,0.995744,0.993736,1.00615,0.997945,1.00318,171.151
5522,0.0560032,0.995525,0.99295,1.00637,0.997803,1.00424,171.182
5523,0.0540531,0.995597,0.992297,1.00628,0.997733,1.00529,171.213
5524,0.0523792,0.995737,0.992973,1.00659,0.997799,1.00609,171.244
5525,0.0510948,0.99646,0.993765,1.0074,0.997954,1.00683,171.275
5526,0.0501045,0.996452,0.994058,1.00719,0.998191,1.00709,171.306
5527,0.0495268,0.995903,0.99479,1.00649,0.998896,1.0071,171.337
5528,0.0492739,0.995607,0.995279,1.00537,0.999181,1.00676,171.368
5529,0.0492654,0.99463,0.996992,1.00449,0.999635,1.00619,171.399
5530,0.0494447,0.9946,0.997808,1.00339,0.999886,1.00564,171.43
5531,0.0499308,0.994679,0.999212,1.00384,1.00057,1.00436,171.461
5532,0.0505252,0.995133,0.999643,1.00432,1.00047,1.00324,171.492
5533,0.0512429,0.995311,0.99859,1.0046,1.00071,1.00249,171.523
5534,0.0520384,0.995649,0.998833,1.00461,1.00101,1.00112,171.554
5535,0.0529298,0.995936,1.00027,1.00507,1.00097,0.999989,171.585
5536,0.0538687,0.996503,1.00135,1.00415,1.0019,0.999175,171.616
5537,0.0547959,0.996293,1.00092,1.00382,1.00205,0.997877,171.647
5538,0.0556564,0.997124,0.99989,1.00269,1.0015,0.997283,171.678
5539,0.056504,0.997956,0.999657,1.00205,1.00169,0.997183,171.709
5540,0.0572012,0.998674,0.999196,1.00178,1.00132,0.996605,171.74
5541,0.0578039,0.998105,0.9973,1.00076,1.00077,0.99657,171.771
5542,0.0583516,0.998266,0.996529,1.00123,1.0001,0.995703,171.802
5543,0.0586753,0.997905,0.995959,1.00078,0.999717,0.995609,171.833
5544,0.0589261,0.997615,0.994774,1.00108,0.998982,0.995957,171.864
5545,0.0590651,0.998091,0.993483,1.00058,0.99831,0.995982,171.895
5546,0.0590286,0.999132,0.992799,1.00003,0.99749,0.995515,171.926
5547,0.0589137,0.999607,0.992711,0.999616,0.997181,0.995567,171.957
5548,0.0586821,0.99972,0.993491,0.999454,0.996732,0.995473,171.988
5549,0.0584783,0.999673,0.992932,0.999058,0.996426,0.995387,172.019
5550,0.0581679,0.999407,0.993242,0.998167,0.995886,0.994519,172.05
5551,0.0579293,0.999071,0.994061,0.998271,0.996006,0.993801,172.081
5552,0.0576552,0.999098,0.994675,0.99799,0.996311,0.993915,172.112
5553,0.0574418,0.998729,0.9963,0.998788,0.997101,0.994722,172.143
5554,0.0572721,0.998703,0.996238,0.99942,0.996832,0.995144,172.174
5555,0.0572346,0.99838,0.99657,1.00098,0.997484,0.994728,172.205
5556,0.0573014,0.999255,0.996871,1.00182,0.997776,0.99491,172.236
5557,0.0575392,0.999242,0.996417,1.00228,0.998302,0.994766,172.267
5558,0.0578776,1.00013,0.997265,1.00244,0.998489,0.994611,172.298
5559,0.0583448,1.00045,0.998147,1.00181,0.998271,0.994761,172.329
5560,0.0588769,1.00052,0.997282,1.00136,0.998249,0.995378,172.36
5561,0.059426,1.00059,0.995516,1.00159,0.997636,0.995635,172.391
5562,0.0599764,1.00089,0.994118,1.00077,0.997672,0.995701,172.422
5563,0.06052,1.00016,0.994897,1.00164,0.997057,0.99583,172.453
5564,0.0608908,0.999496,0.99483,1.00189,0.996089,0.99632,172.484
5565,0.0611674,0.999022,0.99432,1.00188,0.995625,0.996598,172.515
5566,0.0612913,0.998841,0.99523,1.0027,0.995447,0.99724,172.546
5567,0.0611986,0.998397,0.995962,1.00321,0.995309,0.998323,172.577
5568,0.0609388,0.999796,0.996144,1.00393,0.994801,0.998822,172.608
5569,0.0604341,0.999378,0.996701,1.00383,0.994077,0.998666,172.639
5570,0.0598008,0.998799,0.997892,1.00451,0.993884,0.997811,172.67
5571,0.0591202,0.997951,0.998245,1.005,0.993766,0.997628,172.701
5572,0.0582765,0.997756,0.998271,1.00422,0.993777,0.997137,172.732
5573,0.0574475,0.997652,0.99793,1.00368,0.994424,0.996894,172.763
5574,0.0565482,0.999012,0.998377,1.00322,0.994124,0.997014,172.794
5575,0.0557074,0.999298,0.998554,1.00377,0.995003,0.997555,172.825
5576,0.0549082,0.999143,0.998064,1.00397,0.995121,0.997963,172.856
5577,0.0542351,0.999055,0.997075,1.00403,0.995418,0.998674,172.887
5578,0.0536697,0.999754,0.995946,1.00356,0.994919,0.998588,172.918
5579,0.0532801,1.00042,0.995998,1.00361,0.995885,0.998096,172.949
5580,0.0530312,1.00159,0.995469,1.00298,0.995645,0.998688,172.98
5581,0.0528618,1.00062,0.993973,1.0022,0.99547,0.998818,173.011
5582,0.0527623,0.999775,0.993627,1.00098,0.996072,0.999166,173.042
5583,0.0527239,0.999508,0.993932,1.00031,0.996343,0.999855,173.073
5584,0.0526366,0.999999,0.992318,1.00034,0.997268,0.999828,173.104
5585,0.0525776,1.0,0.99166,1.00007,0.997822,1.00011,173.135
5586,0.052424,0.999228,0.991726,1.00021,0.998485,0.999784,173.166
5587,0.0522375,0.99833,0.993028,1.00162,0.998085,1.00005,173.197
5588,0.0519336,0.997748,0.994357,1.00219,0.998815,1.00042,173.228
5589,0.0515731,0.997684,0.994554,1.00346,0.999606,1.00049,173.259
5590,0.0511374,0.99771,0.996623,1.00442,0.999829,1.001,173.29
5591,0.0506606,0.997931,0.998202,1.00536,0.99915,1.00095,173.321
5592,0.0501607,0.998467,0.999138,1.00583,0.99921,1.00037,173.352
5593,0.049665,0.997619,1.00048,1.00679,0.998705,1.0005,173.383
5594,0.0492969,0.997238,1.00088,1.00792,0.998654,1.00013,173.414
5595,0.0490346,0.99779,1.00051,1.0087,0.998594,1.00003,173.445
5596,0.0488116,0.998839,1.00055,1.00815,0.998599,0.998956,173.476
5597,0.0487128,0.999621,0.999709,1.00785,0.998816,0.998506,173.507
5598,0.0487196,1.00105,1.00062,1.00777,0.997995,0.998207,173.538
5599,0.048877,1.00096,0.999743,1.00769,0.998436,0.998075,173.569
5600,0.0491133,1.00096,0.999368,1.00755,0.998471,0.997337,173.6
5601,0.0494814,1.00076,0.998873,1.00729,0.998826,0.997165,173.631
5602,0.0499002,1.00095,0.998038,1.00739,0.997936,0.99634,173.662
5603,0.0504149,0.999695,0.997741,1.00753,0.997714,0.995431,173.693
5604,0.0509513,0.998882,0.996424,1.00693,0.997247,0.995439,173.724
5605,0.0515764,0.997934,0.995659,1.00644,0.997109,0.994457,173.755
5606,0.052189,0.998741,0.995431,1.00574,0.996992,0.993628,173.786
5607,0.0527478,0.999594,0.994987,1.00531,0.99673,0.993137,173.817
5608,0.0531958,0.998875,0.99409,1.00451,0.996797,0.992168,173.848
5609,0.0537092,0.997535,0.994787,1.00447,0.996746,0.991893,173.879
5610,0.0541247,0.99692,0.995453,1.00472,0.996435,0.990861,173.91
5611,0.0545125,0.997739,0.996472,1.00477,0.996517,0.990874,173.941
5612,0.0547614,0.998076,0.99756,1.00463,0.996525,0.991265,173.972
5613,0.0549941,0.998785,0.998169,1.00496,0.996508,0.991409,174.003
5614,0.0551493,0.999101,0.999539,1.00523,0.996124,0.991587,174.034
5615,0.0552327,0.99941,1.0002,1.00528,0.995507,0.991925,174.065
5616,0.0552032,0.998842,0.999739,1.00574,0.995514,0.992797,174.096
5617,0.0551387,0.9992,1.0006,1.00652,0.995239,0.99378,174.127
5618,0.0550651,0.999728,1.00023,1.0067,0.995451,0.993985,174.158
5619,0.0548872,1.00045,0.999738,1.00572,0.996104,0.993694,174.189
5620,0.0545906,1.00139,1.00023,1.00459,0.996407,0.993221,174.22
5621,0.0542769,1.00174,0.999741,1.00409,0.99699,0.993877,174.251
5622,0.0538879,1.00187,1.00045,1.00408,0.997329,0.994482,174.282
5623,0.0533812,1.0012,0.999572,1.0038,0.997851,0.996077,174.313
5624,0.0528123,1.00177,0.999822,1.00404,0.997746,0.997184,174.344
5625,0.0521403,1.00083,0.998978,1.00415,0.998443,0.997568,174.375
5626,0.0513972,1.00118,0.997291,1.00361,0.997756,0.998078,174.406
5627,0.0506821,1.00072,0.996546,1.00373,0.998647,0.998303,174.437
5628,0.0500508,1.00193,0.995284,1.00424,0.998213,0.999193,174.468
5629,0.0495528,1.00276,0.99506,1.00497,0.997713,0.998922,174.499
5630,0.0491399,1.00288,0.993455,1.00528,0.99761,0.999483,174.53
5631,0.0488562,1.00296,0.992971,1.00543,0.998517,0.99968,174.561
5632,0.0487785,1.00345,0.993234,1.00483,0.998495,0.9999,174.592
5633,0.0489317,1.00382,0.994108,1.00557,0.998623,1.00017,174.623
5634,0.0492525,1.00503,0.99492,1.00549,0.99842,0.999998,174.654
5635,0.0497692,1.00535,0.995487,1.00541,0.998977,1.00005,174.685
5636,0.0504713,1.00455,0.996455,1.00559,0.998839,0.999905,174.716
5637,0.0514202,1.00456,0.995884,1.00568,0.999843,0.999647,174.747
5638,0.0524611,1.00476,0.995995,1.00523,1.0003,0.999365,174.778
5639,0.0536417,1.00488,0.996418,1.0042,1.00034,0.999387,174.809
5640,0.0548677,1.00435,0.995858,1.00338,1.00107,0.998995,174.84
5641,0.0561668,1.00503,0.995999,1.00253,1.00187,0.998045,174.871
5642,0.0573597,1.00535,0.995385,1.00066,1.00228,0.997105,174.902
5643,0.0583595,1.00485,0.995827,0.999095,1.00252,0.996113,174.933
5644,0.0591862,1.0046,0.996811,0.997989,1.00244,0.995611,174.964
5645,0.0597837,1.00274,0.996088,0.997107,1.00219,0.996285,174.995
5646,0.0600337,1.00234,0.996935,0.997345,1.00216,0.996637,175.026
5647,0.0598895,1.00106,0.997442,0.997546,1.00167,0.997602,175.057
5648,0.0595486,1.00055,0.99617,0.998217,1.00231,0.997461,175.088
5649,0.0588896,0.999457,0.995474,0.999176,1.00242,0.996565,175.119
5650,0.0581019,0.999254,0.994936,1.00151,1.00168,0.996692,175.15
5651,0.0572011,0.998682,0.995615,1.00371,1.00118,0.997139,175.181
5652,0.0562074,0.998621,0.995862,1.00482,0.999643,0.998092,175.212
5653,0.0550901,0.998134,0.996354,1.00453,0.99854,0.997975,175.243
5654,0.0539709,0.997631,0.995733,1.00426,0.998011,0.998141,175.274
5655,0.0527821,0.998262,0.997154,1.00433,0.99745,0.998307,175.305
5656,0.0516807,0.997102,0.997702,1.00405,0.996116,0.998839,175.336
5657,0.0506822,0.995634,0.998049,1.00506,0.995572,0.999691,175.367
5658,0.0498125,0.994328,0.99753,1.00531,0.995246,0.999885,175.398
5659,0.0490638,0.993136,0.997208,1.00558,0.996136,1.00009,175.429
5660,0.0484171,0.992759,0.997456,1.00649,0.995961,1.00052,175.46
5661,0.0479487,0.993822,0.997259,1.00734,0.996179,1.00051,175.491
5662,0.0476196,0.994122,0.997269,1.00809,0.996319,1.00034,175.522
5663,0.0474734,0.995012,0.996398,1.00814,0.996873,1.00007,175.553
5664,0.0474749,0.995226,0.99629,1.0081,0.997202,0.999923,175.584
5665,0.0476304,0.995974,0.996267,1.00758,0.998139,1.00012,175.615
5666,0.0478829,0.996716,0.996404,1.00663,0.998509,1.00076,175.646
5667,0.0482032,0.997457,0.997462,1.00627,0.999161,1.00143,175.677
5668,0.0486329,0.997443,0.99757,1.00535,0.999444,1.00139,175.708
5669,0.0491445,0.99708,0.996446,1.00533,0.999931,1.00151,175.739
5670,0.0497097,0.997404,0.996244,1.00535,1.00016,1.00098,175.77
5671,0.0503664,0.997125,0.995516,1.00449,1.0006,1.00094,175.801
5672,0.0511363,0.997693,0.994544,1.00348,1.00154,1.00068,175.832
5673,0.0519148,0.997631,0.995102,1.00306,1.00126,1.00094,175.863
5674,0.0527394,0.997505,0.995424,1.00295,1.00093,1.00121,175.894
5675,0.0536109,0.997528,0.996348,1.00151,1.00002,1.00135,175.925
5676,0.054528,0.9976,0.995813,1.00066,0.999654,1.00185,175.956
5677,0.0555841,0.997816,0.995837,0.999884,0.999297,1.00145,175.987
5678,0.0567643,0.997927,0.995702,0.99963,0.999726,1.00174,176.018
5679,0.0579872,0.998497,0.996557,0.999434,0.999584,1.00245,176.049
5680,0.0593376,0.997522,0.997325,0.999603,0.999505,1.00229,176.08
5681,0.0608043,0.99698,0.997745,1.00001,0.99974,1.00273,176.111
5682,0.0623309,0.997358,0.997626,1.00078,1.00011,1.00191,176.142
5683,0.0639033,0.997988,0.998397,1.00088,1.00074,1.00135,176.173
5684,0.0654757,0.998547,0.999112,1.0018,1.00068,1.00069,176.204
5685,0.0670349,0.999378,0.999462,1.0025,1.00113,1.00002,176.235
5686,0.0684409,0.998904,0.999267,1.00327,1.00187,0.999286,176.266
5687,0.0697083,0.999232,0.998808,1.00275,1.0022,0.998384,176.297
5688,0.0707455,0.99827,0.999651,1.003,1.00218,0.998395,176.328
5689,0.0715325,0.998944,0.99922,1.00267,1.00239,0.998636,176.359
5690,0.0719781,0.999405,0.999635,1.00276,1.00229,0.998445,176.39
5691,0.0720508,0.999308,1.00012,1.00217,1.00206,0.99807,176.421
5692,0.0717528,0.997698,0.998916,1.00191,1.00174,0.997824,176.452
5693,0.0711146,0.997459,0.99807,1.00182,1.0016,0.998191,176.483
5694,0.0701738,0.996704,0.997826,1.00136,1.00093,0.998412,176.514
5695,0.0689778,0.996832,0.997393,1.00144,1.00098,0.998894,176.545
5696,0.0675017,0.996237,0.996482,1.00139,1.00031,0.999381,176.576
5697,0.0658528,0.995868,0.995816,1.00158,1.0001,0.999882,176.607
5698,0.0641837,0.996473,0.995557,1.00119,1.00015,1.00029,176.638
5699,0.0624999,0.996923,0.99577,1.00136,1.00013,1.00018,176.669
5700,0.0608421,0.997185,0.995118,1.00091,1.00033,1.00118,176.7
5701,0.0592896,0.99751,0.995414,1.00103,1.0005,1.00078,176.731
5702,0.0578769,0.99779,0.994871,1.00056,1.00019,1.0011,176.762
5703,0.0565959,0.998465,0.995543,1.00099,0.999693,1.00071,176.793
5704,0.0555517,0.998826,0.996295,1.00198,0.998605,1.00017,176.824
5705,0.0547899,0.998819,0.995387,1.00256,0.998491,1.00003,176.855
5706,0.0542311,0.999899,0.995828,1.00361,0.997973,0.999033,176.886
5707,0.0537615,0.999574,0.996711,1.00343,0.99771,0.998749,176.917
5708,0.0534331,1.00087,0.99715,1.00411,0.997049,0.998029,176.948
5709,0.053086,1.00205,0.99717,1.00436,0.996966,0.997139,176.979
5710,0.0527298,1.00155,0.996639,1.00364,0.996124,0.996288,177.01
5711,0.0523301,1.00189,0.995809,1.00336,0.994974,0.996452,177.041
5712,0.0518714,1.00136,0.996615,1.00438,0.994012,0.996823,177.072
5713,0.0514238,1.00144,0.996919,1.00535,0.993077,0.996285,177.103
5714,0.0509542,1.00094,0.99731,1.00691,0.993675,0.996136,177.134
5715,0.0505358,1.00032,0.996829,1.00741,0.993412,0.996831,177.165
5716,0.0501871,0.999507,0.996183,1.00746,0.993779,0.997852,177.196
5717,0.049954,1.00037,0.996446,1.00761,0.993836,0.997887,177.227
5718,0.0498012,0.999168,0.99607,1.0067,0.994101,0.998241,177.258
5719,0.0497522,0.998054,0.995298,1.0065,0.995079,0.998855,177.289
5720,0.0497737,0.996788,0.994597,1.00594,0.99611,0.999456,177.32
5721,0.0499652,0.996826,0.993579,1.00444,0.997849,0.99924,177.351
5722,0.0502548,0.996559,0.992749,1.00393,0.99922,0.999443,177.382
5723,0.0505761,0.995682,0.992394,1.00351,1.00049,0.998593,177.413
5724,0.0509592,0.994956,0.992297,1.00317,1.00175,0.999083,177.444
5725,0.0514405,0.994204,0.991497,1.00391,1.00189,0.998734,177.475
5726,0.0518971,0.993685,0.991304,1.00361,1.00201,0.999217,177.506
5727,0.0522945,0.994591,0.992271,1.00352,1.00235,0.999093,177.537
5728,0.0526581,0.994394,0.992727,1.00327,1.00284,0.999291,177.568
5729,0.0529334,0.994654,0.992653,1.00298,1.00343,0.999153,177.599
5730,0.0530831,0.995288,0.9927,1.00235,1.00326,0.998972,177.63
5731,0.0531225,0.996444,0.992571,1.00235,1.00384,0.998911,177.661
5732,0.0530774,0.998194,0.992279,1.00218,1.00394,0.998673,177.692
5733,0.0529136,0.998159,0.99256,1.00163,1.0041,0.99856,177.723
5734,0.0526576,0.998299,0.993502,1.00163,1.00295,0.999003,177.754
5735,0.0523644,0.998832,0.994221,1.0033,1.00168,0.999801,177.785
5736,0.0520581,0.999914,0.995074,1.00469,1.00131,0.999636,177.816
5737,0.0518872,1.00084,0.995723,1.00551,1.00083,0.999741,177.847
5738,0.0518241,1.00221,0.995783,1.00577,1.00065,1.00048,177.878
5739,0.051895,1.00307,0.995828,1.00538,0.999662,1.00008,177.909
5740,0.0521643,1.0035,0.996602,1.00561,0.999467,0.999546,177.94
5741,0.0527459,1.00424,0.997064,1.00667,0.998916,0.998531,177.971
5742,0.0535902,1.00359,0.996971,1.00705,0.998806,0.998188,178.002
5743,0.0548202,1.00344,0.995938,1.00784,0.998713,0.997309,178.033
5744,0.0563902,1.00352,0.9956,1.00813,0.998669,0.996216,178.064
5745,0.0582829,1.00359,0.995681,1.00799,0.998827,0.994246,178.095
5746,0.0604081,1.00297,0.996041,1.00848,0.998992,0.993397,178.126
5747,0.0627384,1.00299,0.996561,1.00793,0.99924,0.992217,178.157
5748,0.0651829,1.00263,0.996506,1.00797,0.999031,0.991754,178.188
5749,0.067686,1.00178,0.996549,1.00771,0.998536,0.990712,178.219
5750,0.0699842,1.00121,0.997163,1.00656,0.998849,0.989849,178.25
5751,0.0721915,1.00079,0.997117,1.0058,0.999178,0.988922,178.281
5752,0.0742498,0.999349,0.996715,1.00515,0.99957,0.988453,178.312
5753,0.0761433,0.999164,0.996375,1.00552,0.999831,0.987889,178.343
5754,0.0778466,0.998356,0.996572,1.00572,1.00046,0.987742,178.374
5755,0.0792355,0.998599,0.996946,1.00591,1.00115,0.987631,178.405
5756,0.0803573,0.997849,0.996972,1.0045,1.00122,0.988228,178.436
5757,0.0811226,0.997632,0.99741,1.00336,1.00109,0.988687,178.467
5758,0.0815452,0.997364,0.997854,1.00277,1.00037,0.989135,178.498
5759,0.0817702,0.997465,0.997811,1.00254,0.999868,0.989297,178.529
5760,0.0816989,0.9985,0.997958,1.00214,1.00022,0.989168,178.56
5761,0.0815059,0.99804,0.998317,1.00227,1.00016,0.989268,178.591
5762,0.081144,0.998487,0.998017,1.00238,1.0002,0.988875,178.622
5763,0.0806996,0.998269,0.997988,1.00234,1.00001,0.988333,178.653
5764,0.080235,0.997921,0.998675,1.00276,0.999917,0.988414,178.684
5765,0.0798016,0.998398,0.998206,1.00314,0.999732,0.988541,178.715
5766,0.0793466,0.998545,0.997494,1.00328,0.999462,0.989035,178.746
5767,0.0790261,0.998071,0.997483,1.00363,0.999132,0.989333,178.777
5768,0.0787443,0.997001,0.997537,1.00382,0.999361,0.989541,178.808
5769,0.0785773,0.996651,0.997641,1.00395,0.999461,0.990024,178.839
5770,0.0784881,0.996855,0.996942,1.00394,0.999725,0.990398,178.87
5771,0.0784568,0.996983,0.997247,1.00425,0.999735,0.990905,178.901
5772,0.0785463,0.996399,0.997375,1.00446,0.999663,0.991134,178.932
5773,0.0786483,0.995745,0.997903,1.00458,0.999508,0.990891,178.963
5774,0.0787976,0.995847,0.998428,1.00433,0.999625,0.991389,178.994
5775,0.0791101,0.995977,0.998921,1.00458,0.999289,0.991666,179.025
5776,0.0795512,0.996168,0.998662,1.0043,0.999915,0.991973,179.056
5777,0.0799785,0.997445,0.999117,1.00411,1.0004,0.991703,179.087
5778,0.0804735,0.997972,0.999126,1.00327,1.00006,0.991809,179.118
5779,0.080845,0.998615,0.998855,1.00215,0.999951,0.991558,179.149
5780,0.0811752,0.998517,0.998017,1.00092,0.999591,0.991338,179.18
5781,0.0813761,0.998713,0.998018,1.00102,0.99991,0.991022,179.211
5782,0.0815575,0.998537,0.998106,1.00105,0.999929,0.990879,179.242
5783,0.0815951,0.998865,0.998452,1.00088,1.00011,0.990481,179.273
5784,0.0814653,0.999333,0.998463,1.00114,1.00038,0.990263,179.304
5785,0.0811422,0.999372,0.998349,1.00114,1.00033,0.990286,179.335
5786,0.0805657,0.999709,0.998106,1.00067,0.999956,0.990708,179.366
5787,0.0797369,0.99908,0.997649,1.00017,0.99969,0.991265,179.397
5788,0.0786258,0.998322,0.99755,1.00075,0.998991,0.991954,179.428
5789,0.07747,0.998274,0.997174,1.0022,0.998625,0.992436,179.459
5790,0.0763817,0.997838,0.997166,1.00433,0.998078,0.992924,179.49
5791,0.0756315,0.996961,0.996717,1.00582,0.997906,0.993458,179.521
5792,0.0750622,0.997201,0.996269,1.0065,0.99746,0.993586,179.552
5793,0.074825,0.997737,0.99739,1.00674,0.99717,0.99381,179.583
5794,0.0748377,0.997912,0.998346,1.00649,0.996689,0.993804,179.614
5795,0.0751822,0.997835,0.999975,1.00647,0.995924,0.99406,179.645
5796,0.0759187,0.998043,0.999851,1.00534,0.99568,0.99339,179.676
5797,0.0769059,0.99773,1.00002,1.00456,0.995626,0.993455,179.707
5798,0.0782959,0.998742,1.00023,1.00393,0.995429,0.993176,179.738
5799,0.0798772,0.998897,1.00032,1.00323,0.995024,0.992109,179.769
5800,0.0815923,0.999534,0.999607,1.0028,0.995714,0.991127,179.8
5801,0.0833534,1.00012,0.999477,1.0026,0.995617,0.989984,179.831
5802,0.0851363,1.0002,0.999251,1.00258,0.995736,0.9901,179.862
5803,0.086699,1.00016,0.99918,1.0027,0.996529,0.989482,179.893
5804,0.0880569,1.00001,0.998074,1.00155,0.996985,0.98949,179.924
5805,0.0891593,1.00004,0.997816,1.00096,0.997953,0.989613,179.955
5806,0.0900075,0.999365,0.997224,0.999529,0.998535,0.989585,179.986
5807,0.0904431,0.998936,0.997073,0.999082,0.998656,0.989856,180.017
5808,0.0905314,0.998941,0.996632,0.999069,0.999278,0.99041,180.048
5809,0.0902009,0.99825,0.995861,0.997912,0.999276,0.991037,180.079
5810,0.089464,0.997369,0.995079,0.99745,0.999284,0.991747,180.11
5811,0.088409,0.997052,0.994455,0.997204,0.999202,0.991657,180.141
5812,0.0871508,0.996685,0.994622,0.997815,0.999165,0.991876,180.172
5813,0.0858716,0.996606,0.99495,0.999072,0.999199,0.992137,180.203
5814,0.0845611,0.996701,0.994684,0.999935,0.999211,0.992416,180.234
