depth,RMean,RABD620,RABD670,RABD715,RABD845,RABD830,depth [mm]
50,0.0337684,1.0101,0.992949,0.996424,0.99905,0.991657,1.645
51,0.0334672,1.0038,0.990258,0.998134,0.999658,0.989156,1.6779
52,0.0330283,1.00427,0.990372,0.996804,0.998802,0.990928,1.7108
53,0.0326945,1.00173,0.993597,0.997222,0.99615,0.99331,1.7437
54,,,,,,,1.7766
55,,,,,,,1.8095
56,,,,,,,1.8424
57,,,,,,,1.8753
58,,,,,,,1.9082
59,,,,,,,1.9411
60,,,,,,,1.974
61,,,,,,,2.0069
62,,,,,,,2.0398
63,,,,,,,2.0727
64,,,,,,,2.1056
65,,,,,,,2.1385
66,,,,,,,2.1714
67,,,,,,,2.2043
68,,,,,,,2.2372
69,,,,,,,2.2701
70,,,,,,,2.303
71,,,,,,,2.3359
72,,,,,,,2.3688
73,,,,,,,2.4017
74,,,,,,,2.4346
75,,,,,,,2.4675
76,,,,,,,2.5004
77,,,,,,,2.5333
78,,,,,,,2.5662
79,,,,,,,2.5991
80,,,,,,,2.632
81,,,,,,,2.6649
82,0.0320559,1.00885,1.00444,1.00671,0.995389,0.99968,2.6978
83,0.0332184,1.00806,1.00356,1.00723,0.99687,0.99906,2.7307
84,0.0344175,1.00786,1.00268,1.00547,0.995576,0.998113,2.7636
85,0.0356578,1.00837,1.00495,1.0056,0.995137,0.998138,2.7965
86,0.036777,1.00877,1.00339,1.00436,0.99353,0.998456,2.8294
87,0.0378218,1.00827,1.00264,1.00226,0.992278,1.00183,2.8623
88,0.0387733,1.00544,1.00246,0.999795,0.993122,1.00344,2.8952
89,0.0396391,1.00649,1.00351,1.00009,0.994067,1.00492,2.9281
90,0.0403724,1.00635,0.99934,0.999558,0.993478,1.00579,2.961
91,0.0410094,1.00573,0.99681,0.999073,0.991997,1.00505,2.9939
92,0.0416056,1.00699,0.995922,0.998516,0.993624,1.00484,3.0268
93,0.0421261,1.00814,0.997157,0.999485,0.994731,1.00424,3.0597
94,0.0426109,1.00805,0.997115,1.00093,0.997014,1.00343,3.0926
95,0.0430296,1.0076,0.996681,1.00165,0.998141,1.00309,3.1255
96,0.0434171,1.00689,0.997928,1.00254,0.999657,1.00334,3.1584
97,0.0436948,1.00468,0.998873,1.00518,1.00075,1.00337,3.1913
98,0.0440162,1.00278,0.999669,1.00472,1.00095,1.00366,3.2242
99,0.0443493,1.00115,1.00139,1.00566,1.00144,1.00376,3.2571
100,0.0446424,1.00088,1.00218,1.00743,1.00239,1.00274,3.29
101,0.0451151,0.999872,1.00301,1.00797,1.00323,1.00217,3.3229
102,0.0457019,0.997914,1.00336,1.0087,1.0044,1.00225,3.3558
103,0.0464028,0.997895,1.00448,1.0101,1.00552,1.00196,3.3887
104,0.0472009,0.996318,1.00389,1.01064,1.00613,1.00161,3.4216
105,0.0480405,0.995431,1.00382,1.00912,1.00519,1.00159,3.4545
106,0.0488084,0.996149,1.00412,1.00933,1.00518,1.00044,3.4874
107,0.0495799,0.997368,1.00453,1.00901,1.00463,1.0006,3.5203
108,0.0502668,0.998225,1.00499,1.00835,1.00379,1.00088,3.5532
109,0.0508882,0.997958,1.00583,1.00787,1.00335,1.00033,3.5861
110,0.0513631,0.995811,1.00599,1.00783,1.00207,1.00066,3.619
111,0.0518554,0.996522,1.00572,1.00646,1.00087,0.999875,3.6519
112,0.0522913,0.996049,1.0053,1.00634,1.00016,0.999658,3.6848
113,0.0527011,0.996072,1.0057,1.00627,1.0,0.999836,3.7177
114,0.0529799,0.996595,1.0048,1.00562,0.99971,0.999005,3.7506
115,0.0531911,0.99789,1.00491,1.00526,0.999442,0.998205,3.7835
116,0.0533193,0.999142,1.00546,1.00534,1.00073,0.997872,3.8164
117,0.0532564,0.999715,1.00535,1.00537,1.00028,0.997571,3.8493
118,0.0530514,0.998483,1.00384,1.00647,1.00034,0.996838,3.8822
119,0.0528298,0.997659,1.00392,1.00625,1.00046,0.995741,3.9151
120,0.0524594,0.997628,1.0031,1.0062,1.00105,0.996141,3.948
121,0.0519829,0.997003,1.00293,1.00682,1.00057,0.995971,3.9809
122,0.0514884,0.998052,1.00284,1.00617,1.00051,0.996543,4.0138
123,0.0509889,0.999609,1.00245,1.00636,1.0008,0.996987,4.0467
124,0.0505309,1.00007,1.00224,1.00601,1.001,0.996658,4.0796
125,0.0501148,1.00002,1.00184,1.0059,1.00124,0.997253,4.1125
126,0.0498194,1.00107,1.00091,1.00546,1.00212,0.997963,4.1454
127,0.0495926,1.00127,0.999473,1.00461,1.00245,0.998624,4.1783
128,0.0495453,1.0019,0.997669,1.00403,1.00225,0.999078,4.2112
129,0.049613,1.00263,0.997085,1.00316,1.00209,0.999681,4.2441
130,0.0498143,1.00363,0.997178,1.00251,1.00241,0.999633,4.277
131,0.0502341,1.00336,0.998322,1.00277,1.00277,1.00063,4.3099
132,0.0508473,1.00304,0.999311,1.00279,1.0031,1.00074,4.3428
133,0.051614,1.00255,0.999269,1.00243,1.0032,1.00129,4.3757
134,0.052632,1.00276,0.999687,1.00172,1.00252,1.00083,4.4086
135,0.0538369,1.00451,0.999367,1.00111,1.00303,1.00028,4.4415
136,0.0551315,1.00351,1.00004,1.00079,1.00357,1.00051,4.4744
137,0.0565563,1.00336,1.00062,0.999793,1.00417,1.0,4.5073
138,0.0580205,1.00343,1.00101,0.99886,1.00401,0.999254,4.5402
139,0.0594938,1.00343,1.00177,0.998353,1.00415,0.998317,4.5731
140,0.06094,1.00275,1.00296,0.998639,1.0042,0.996995,4.606
141,0.0623542,1.00256,1.00307,0.999854,1.00299,0.995967,4.6389
142,0.0637252,1.00182,1.00342,1.00057,1.00217,0.995158,4.6718
143,0.0649352,1.00128,1.00509,1.00009,1.00117,0.994965,4.7047
144,0.0659527,1.00116,1.00655,1.00077,1.00001,0.995372,4.7376
145,0.0666384,1.00163,1.00758,1.00037,0.998887,0.99475,4.7705
146,0.0670708,1.0027,1.00861,1.00026,0.997961,0.995315,4.8034
147,0.0672698,1.00293,1.00925,1.00025,0.998313,0.995004,4.8363
148,0.067243,1.00256,1.01015,1.00154,0.997345,0.994775,4.8692
149,0.0669978,1.00216,1.00966,1.00265,0.997748,0.994589,4.9021
150,0.066672,1.00241,1.00918,1.00309,0.997606,0.994263,4.935
151,0.0662035,1.00257,1.00867,1.00355,0.997581,0.994901,4.9679
152,0.0656684,1.00295,1.00856,1.00407,0.997571,0.994834,5.0008
153,0.0650711,1.00197,1.00863,1.00435,0.997474,0.994915,5.0337
154,0.0643734,1.00115,1.00786,1.00455,0.997644,0.994948,5.0666
155,0.0635932,1.00056,1.00747,1.00491,0.997503,0.994659,5.0995
156,0.0627969,0.999736,1.00524,1.00445,0.996765,0.994787,5.1324
157,0.0618359,0.999367,1.00402,1.00476,0.996707,0.995097,5.1653
158,0.0608718,0.998726,1.00248,1.00443,0.996312,0.993914,5.1982
159,0.059804,0.999036,1.00146,1.00528,0.996763,0.993642,5.2311
160,0.0587139,0.997813,1.00024,1.0041,0.996649,0.993606,5.264
161,0.0576105,0.99751,0.998771,1.0029,0.996635,0.993565,5.2969
162,0.0564385,0.997999,0.999085,1.00297,0.996836,0.993508,5.3298
163,0.0552953,0.997334,0.999891,1.00334,0.9972,0.992968,5.3627
164,0.0541805,0.996545,1.00009,1.00383,0.99758,0.99316,5.3956
165,0.0531334,0.996546,0.999371,1.0036,0.997529,0.993606,5.4285
166,0.0521321,0.996699,0.999949,1.00347,0.997077,0.994816,5.4614
167,0.0511305,0.996801,1.0015,1.00327,0.997754,0.994979,5.4943
168,0.0501032,0.997872,1.00186,1.00255,0.999191,0.995777,5.5272
169,0.0489987,0.998183,1.00227,1.00218,1.00021,0.997091,5.5601
170,0.0480622,0.998331,1.00351,1.00245,1.00079,0.998276,5.593
171,0.0472125,0.998034,1.0037,1.00235,1.00221,0.998259,5.6259
172,0.0465717,0.99827,1.00383,1.00347,1.00138,0.99815,5.6588
173,0.0461292,0.99948,1.00404,1.00372,1.00264,0.998207,5.6917
174,0.0460134,1.00117,1.00501,1.00405,1.00282,0.998327,5.7246
175,0.0460321,1.00218,1.00469,1.00386,1.00383,0.998591,5.7575
176,0.0462698,1.00134,1.00435,1.00393,1.00456,0.998264,5.7904
177,0.0466738,1.00109,1.00499,1.00381,1.00421,0.9987,5.8233
178,0.0470802,1.00214,1.00535,1.00351,1.00426,0.998851,5.8562
179,0.0475636,1.00318,1.0045,1.00334,1.00338,0.998866,5.8891
180,0.0481783,1.00343,1.00369,1.0038,1.00262,0.998765,5.922
181,0.0487559,1.00339,1.00284,1.00516,1.00265,0.998524,5.9549
182,0.0494127,1.00455,1.00239,1.00457,1.0013,0.997415,5.9878
183,0.0500927,1.00486,1.00223,1.00463,1.00045,0.996874,6.0207
184,0.0508969,1.00467,1.00198,1.00358,1.00028,0.996841,6.0536
185,0.0516938,1.00475,1.00228,1.00386,0.999193,0.996292,6.0865
186,0.0524326,1.00497,1.0036,1.00401,0.999074,0.995332,6.1194
187,0.0531729,1.00295,1.00388,1.00498,0.999031,0.994748,6.1523
188,0.0538425,1.00401,1.00412,1.00537,0.998917,0.994856,6.1852
189,0.0543729,1.00445,1.00416,1.00529,0.998008,0.994949,6.2181
190,0.0547456,1.005,1.00466,1.00547,0.997871,0.995324,6.251
191,0.054963,1.00524,1.00474,1.00564,0.998912,0.995454,6.2839
192,0.054953,1.00498,1.00427,1.00543,0.998945,0.995995,6.3168
193,0.0548596,1.00442,1.00535,1.00666,0.998933,0.996876,6.3497
194,0.0547024,1.00526,1.00583,1.00594,0.998899,0.997123,6.3826
195,0.0544673,1.00531,1.00623,1.00555,0.999713,0.99659,6.4155
196,0.0542952,1.00645,1.00677,1.00608,0.99936,0.996299,6.4484
197,0.0540766,1.0075,1.00731,1.0052,1.00091,0.996926,6.4813
198,0.0538567,1.007,1.00705,1.00513,1.00129,0.997442,6.5142
199,0.0536156,1.00709,1.00641,1.00423,1.00178,0.998143,6.5471
200,0.0533067,1.00608,1.00695,1.00448,1.0021,0.999055,6.58
201,0.0529308,1.00558,1.00793,1.00429,1.0021,1.00078,6.6129
202,0.052372,1.00593,1.00753,1.00417,1.0019,1.00109,6.6458
203,0.0518432,1.00556,1.00621,1.00331,1.00076,1.00108,6.6787
204,0.0513465,1.00446,1.00672,1.00363,1.0,1.00098,6.7116
205,0.0508876,1.00364,1.00595,1.00376,1.00019,1.00117,6.7445
206,0.050505,1.00354,1.00693,1.00293,0.999217,1.00077,6.7774
207,0.0502089,1.00256,1.00645,1.00292,0.999268,1.00021,6.8103
208,0.0499622,1.00228,1.00618,1.00254,0.999182,1.00066,6.8432
209,0.0497008,1.00133,1.00614,1.00295,0.998722,0.999673,6.8761
210,0.0494468,1.00067,1.00716,1.00323,0.998856,0.999017,6.909
211,0.0491811,1.00045,1.00791,1.0046,0.99903,0.999173,6.9419
212,0.0488885,1.0017,1.00839,1.00506,0.998771,0.99866,6.9748
213,0.0486059,1.00156,1.00769,1.00579,0.998659,0.997926,7.0077
214,0.0484325,1.00118,1.00627,1.00591,0.999039,0.998095,7.0406
215,0.0482365,1.00137,1.00571,1.0065,0.999149,0.997534,7.0735
216,0.0479911,1.0012,1.00623,1.00572,0.998229,0.996702,7.1064
217,0.0476814,1.00145,1.00673,1.00502,0.998636,0.996672,7.1393
218,0.047293,1.00293,1.00522,1.00416,0.998511,0.9966,7.1722
219,0.0468711,1.00319,1.00465,1.00479,0.99856,0.996172,7.2051
220,0.0463361,1.00456,1.00401,1.00482,0.998461,0.996053,7.238
221,0.0457756,1.00525,1.00292,1.00458,0.998971,0.996006,7.2709
222,0.0451825,1.00508,1.00169,1.0052,0.998938,0.995618,7.3038
223,0.0447477,1.00624,1.00184,1.0051,0.999127,0.996042,7.3367
224,0.0443276,1.0065,1.00177,1.00583,0.999956,0.996729,7.3696
225,0.0440482,1.0058,1.00065,1.00512,1.00029,0.99757,7.4025
226,0.0439795,1.00553,1.00005,1.00483,1.00043,0.997437,7.4354
227,0.0442129,1.00512,0.999788,1.00419,1.00083,0.99763,7.4683
228,0.0447225,1.00456,1.00036,1.00394,1.00107,0.997984,7.5012
229,0.0455364,1.00382,1.00009,1.00344,1.00173,0.997688,7.5341
230,0.0465409,1.00334,1.0004,1.00327,1.00211,0.997421,7.567
231,0.0477871,1.00218,1.00035,1.00302,1.00216,0.99707,7.5999
232,0.0492517,1.00189,1.00068,1.00234,1.00227,0.997062,7.6328
233,0.0509186,1.00186,1.00245,1.00256,1.00246,0.995989,7.6657
234,0.0528253,1.00188,1.00381,1.00237,1.00229,0.996349,7.6986
235,0.0548971,1.00187,1.00459,1.00247,1.00245,0.995912,7.7315
236,0.0570611,1.00147,1.00478,1.00191,1.00194,0.994897,7.7644
237,0.0593215,1.00116,1.00483,1.00092,1.00155,0.994341,7.7973
238,0.0615346,1.0005,1.00496,0.999811,1.00148,0.994074,7.8302
239,0.0635176,1.00052,1.00594,0.998871,1.00143,0.99342,7.8631
240,0.0652934,1.00017,1.00663,0.998203,1.00051,0.993214,7.896
241,0.0666894,1.00018,1.00618,0.997796,1.00092,0.992693,7.9289
242,0.0678746,1.00096,1.00589,0.998539,1.00073,0.992062,7.9618
243,0.0687873,1.00067,1.00648,0.998765,1.00067,0.991694,7.9947
244,0.0695432,1.00083,1.00662,0.998389,1.00056,0.990805,8.0276
245,0.0701987,1.00038,1.0064,0.998549,1.00038,0.990286,8.0605
246,0.0707571,0.99957,1.0063,0.998791,1.00085,0.99046,8.0934
247,0.071376,1.00026,1.00694,0.998921,1.00111,0.990684,8.1263
248,0.0719197,1.00087,1.00689,0.998986,1.0012,0.990417,8.1592
249,0.0724949,1.00001,1.00655,0.998881,1.00195,0.99052,8.1921
250,0.073107,1.00064,1.00657,0.999129,1.00207,0.990177,8.225
251,0.0737272,1.00051,1.00681,0.998975,1.00177,0.98965,8.2579
252,0.0744181,1.00095,1.00704,0.998707,1.00156,0.989136,8.2908
253,0.0750984,1.00087,1.00706,0.999539,1.00188,0.988398,8.3237
254,0.0757303,1.0016,1.00677,0.999838,1.00171,0.988137,8.3566
255,0.076409,1.00159,1.00656,0.999537,1.00076,0.987729,8.3895
256,0.0770923,1.00285,1.00668,0.999505,1.00036,0.987353,8.4224
257,0.0777854,1.00264,1.00695,0.999648,1.00011,0.986673,8.4553
258,0.0784544,1.00237,1.00699,0.999942,0.999799,0.986761,8.4882
259,0.079159,1.00308,1.00668,1.00011,0.999334,0.985705,8.5211
260,0.0798138,1.00424,1.00682,0.999779,0.999066,0.985595,8.554
261,0.0804727,1.00487,1.00717,1.00006,0.999032,0.985244,8.5869
262,0.0811175,1.00503,1.00707,1.00013,0.999034,0.985273,8.6198
263,0.0816914,1.00514,1.00661,1.00013,0.998465,0.985787,8.6527
264,0.0822639,1.00465,1.0065,1.00056,0.997622,0.98601,8.6856
265,0.0827702,1.0043,1.00603,1.00028,0.997441,0.985748,8.7185
266,0.0833282,1.00407,1.00637,1.00045,0.997147,0.986013,8.7514
267,0.0838631,1.00361,1.0059,1.00016,0.996345,0.98653,8.7843
268,0.0844773,1.0037,1.00662,1.00011,0.996369,0.986637,8.8172
269,0.085041,1.00394,1.007,1.00041,0.996284,0.986867,8.8501
270,0.0856301,1.0042,1.00757,1.00048,0.996785,0.986649,8.883
271,0.0862262,1.00487,1.00838,1.00049,0.996371,0.986271,8.9159
272,0.0868431,1.005,1.00913,1.00033,0.996559,0.985828,8.9488
273,0.0873961,1.0052,1.00905,1.00053,0.997337,0.985845,8.9817
274,0.087918,1.00546,1.00927,1.00027,0.997348,0.985781,9.0146
275,0.0884616,1.00512,1.01003,0.999874,0.997528,0.985599,9.0475
276,0.0889105,1.00582,1.01116,1.00069,0.997614,0.98591,9.0804
277,0.0892426,1.00552,1.01161,1.00097,0.997807,0.986171,9.1133
278,0.0894552,1.00599,1.01155,1.00083,0.997692,0.986476,9.1462
279,0.0896247,1.00513,1.01193,1.00054,0.997552,0.986752,9.1791
280,0.089679,1.00471,1.01278,1.00049,0.99799,0.986897,9.212
281,0.0896606,1.00452,1.0127,1.00037,0.998262,0.986912,9.2449
282,0.0895841,1.00533,1.01344,1.00075,0.998115,0.987123,9.2778
283,0.0895807,1.00613,1.01301,1.00059,0.998179,0.98678,9.3107
284,0.0895149,1.00554,1.01329,1.00106,0.998681,0.986812,9.3436
285,0.0894821,1.00571,1.01313,1.00157,0.998413,0.986804,9.3765
286,0.0894611,1.00513,1.01255,1.0014,0.998475,0.987133,9.4094
287,0.0894364,1.00495,1.01208,1.00167,0.998188,0.987725,9.4423
288,0.0894545,1.00467,1.012,1.00201,0.998208,0.987717,9.4752
289,0.0894479,1.0045,1.01181,1.00173,0.998312,0.987342,9.5081
290,0.0894726,1.0036,1.01179,1.00157,0.998708,0.987434,9.541
291,0.089521,1.00339,1.01121,1.00206,0.998242,0.98706,9.5739
292,0.0895937,1.00346,1.01117,1.00194,0.998593,0.986994,9.6068
293,0.0896737,1.00286,1.01096,1.0018,0.99825,0.986804,9.6397
294,0.0898129,1.0023,1.01113,1.00172,0.99874,0.986765,9.6726
295,0.0899969,1.00144,1.01095,1.00124,0.998463,0.986838,9.7055
296,0.0902134,1.00122,1.01112,1.00124,0.998168,0.9866,9.7384
297,0.0903722,1.00138,1.0105,1.00125,0.997824,0.987097,9.7713
298,0.0904851,1.0017,1.0107,1.00098,0.997302,0.987765,9.8042
299,0.0905236,1.00215,1.01118,1.00082,0.997,0.988104,9.8371
300,0.0904389,1.00185,1.0112,1.00092,0.996825,0.988983,9.87
301,0.0902188,1.00107,1.01079,1.00019,0.996612,0.989359,9.9029
302,0.089898,1.00114,1.01056,1.00031,0.996088,0.989447,9.9358
303,0.0895296,1.0007,1.01126,1.00094,0.995626,0.989642,9.9687
304,0.0891534,1.00131,1.01195,1.00135,0.995645,0.989631,10.0016
305,0.0887161,1.00133,1.01172,1.00149,0.995708,0.989502,10.0345
306,0.0883202,1.0015,1.01192,1.0016,0.99577,0.989098,10.0674
307,0.0879008,1.00116,1.01177,1.00105,0.995881,0.98902,10.1003
308,0.0874532,1.00079,1.01175,1.00146,0.995976,0.988838,10.1332
309,0.086949,1.00124,1.01154,1.00139,0.995714,0.98882,10.1661
310,0.0863918,1.00155,1.01127,1.00149,0.995601,0.988482,10.199
311,0.0858473,1.00112,1.01054,1.00141,0.995502,0.988223,10.2319
312,0.0853204,1.0012,1.00992,1.00166,0.995857,0.987573,10.2648
313,0.0848289,1.00123,1.00983,1.00183,0.996045,0.987298,10.2977
314,0.084448,1.00138,1.00992,1.00213,0.996684,0.987218,10.3306
315,0.0841852,1.00181,1.00968,1.00273,0.996849,0.987337,10.3635
316,0.0840028,1.00269,1.0098,1.00263,0.997733,0.988078,10.3964
317,0.0839736,1.00256,1.01035,1.00265,0.998197,0.988429,10.4293
318,0.0840524,1.00271,1.01028,1.00264,0.998885,0.988695,10.4622
319,0.0841914,1.00192,1.01007,1.00245,0.999192,0.988672,10.4951
320,0.0843942,1.00239,1.01026,1.00302,0.999241,0.988736,10.528
321,0.084505,1.00332,1.0103,1.00275,0.999543,0.989357,10.5609
322,0.0844671,1.00432,1.01038,1.00258,0.999814,0.989577,10.5938
323,0.084371,1.00357,1.01095,1.00244,1.00017,0.989394,10.6267
324,0.0840869,1.00301,1.01049,1.00248,1.00038,0.989767,10.6596
325,0.0837347,1.00262,1.0101,1.00267,1.0001,0.989797,10.6925
326,0.0833228,1.00318,1.01034,1.00248,1.00007,0.989984,10.7254
327,0.0827468,1.003,1.01037,1.00278,1.00047,0.990837,10.7583
328,0.0819513,1.00262,1.01028,1.00205,1.00048,0.991383,10.7912
329,0.0809565,1.00204,1.00989,1.00103,1.00037,0.991864,10.8241
330,0.0798253,1.00198,1.01035,1.00058,0.999659,0.992204,10.857
331,0.0785595,1.00143,1.0106,1.00027,0.999152,0.992676,10.8899
332,0.077196,1.00144,1.0104,1.00052,0.998541,0.992885,10.9228
333,0.0758544,1.0016,1.01038,1.00046,0.998236,0.993074,10.9557
334,0.0746042,1.0021,1.01031,1.00068,0.99815,0.993454,10.9886
335,0.073479,1.00163,1.0102,1.00043,0.998554,0.994039,11.0215
336,0.0725237,1.00183,1.01054,1.00069,0.999142,0.994273,11.0544
337,0.0718563,1.00275,1.01107,1.00075,0.999302,0.994532,11.0873
338,0.0714147,1.0033,1.01132,1.00079,0.999397,0.994213,11.1202
339,0.0711647,1.00293,1.01132,1.00041,0.999802,0.99461,11.1531
340,0.0710506,1.00257,1.01156,1.0004,0.999791,0.994451,11.186
341,0.0711961,1.00294,1.01174,1.00026,0.999913,0.993825,11.2189
342,0.0714664,1.00271,1.01152,1.00042,0.999996,0.992921,11.2518
343,0.0718599,1.00299,1.01146,1.00106,1.00027,0.992351,11.2847
344,0.0723759,1.00397,1.01166,1.0013,1.00031,0.991508,11.3176
345,0.0729388,1.00493,1.01153,1.00138,1.00048,0.990558,11.3505
346,0.0735772,1.00466,1.01038,1.00155,1.00078,0.989547,11.3834
347,0.0743032,1.00433,1.01017,1.0018,1.00114,0.988764,11.4163
348,0.0750787,1.00489,1.0097,1.00189,1.0013,0.989201,11.4492
349,0.0759526,1.00515,1.00927,1.00149,1.00113,0.988954,11.4821
350,0.0767649,1.00521,1.009,1.00165,1.00132,0.988881,11.515
351,0.0775155,1.005,1.00837,1.00177,1.00102,0.988981,11.5479
352,0.078231,1.00514,1.00816,1.00176,1.00067,0.988778,11.5808
353,0.078985,1.00503,1.0084,1.00161,1.00001,0.988527,11.6137
354,0.0797283,1.00445,1.00821,1.0016,0.999463,0.988456,11.6466
355,0.0805806,1.00485,1.00838,1.00178,0.999508,0.988272,11.6795
356,0.0815186,1.00517,1.00828,1.00159,0.999338,0.98855,11.7124
357,0.0825361,1.00505,1.00875,1.00141,0.999338,0.988352,11.7453
358,0.0835122,1.00492,1.00908,1.00148,0.999593,0.988984,11.7782
359,0.0844799,1.0045,1.00974,1.00138,0.999822,0.989523,11.8111
360,0.0853648,1.00484,1.00979,1.00118,0.999446,0.989477,11.844
361,0.0861356,1.00515,1.01025,1.00119,0.999206,0.98964,11.8769
362,0.0866835,1.00506,1.01049,1.00113,0.998825,0.989653,11.9098
363,0.0870336,1.00504,1.01122,1.00098,0.998893,0.990123,11.9427
364,0.0871504,1.00513,1.01114,1.00126,0.998426,0.989671,11.9756
365,0.0870562,1.00634,1.01061,1.00109,0.998533,0.989397,12.0085
366,0.0866471,1.00647,1.01051,1.00103,0.998453,0.989622,12.0414
367,0.0859134,1.00681,1.01069,1.0015,0.998017,0.989879,12.0743
368,0.0849984,1.00615,1.0107,1.00162,0.998163,0.989887,12.1072
369,0.0839382,1.00575,1.01037,1.00225,0.99837,0.990448,12.1401
370,0.0827226,1.00593,1.01009,1.00301,0.998502,0.990747,12.173
371,0.0814313,1.00582,1.01007,1.00341,0.998541,0.99138,12.2059
372,0.0801453,1.0063,1.00988,1.00357,0.998566,0.991876,12.2388
373,0.0788794,1.00591,1.00962,1.00407,0.998624,0.9919,12.2717
374,0.0777366,1.00598,1.00891,1.00467,0.998519,0.992035,12.3046
375,0.0766779,1.00594,1.00874,1.00475,0.998508,0.991804,12.3375
376,0.0756327,1.0055,1.0081,1.00533,0.998433,0.992057,12.3704
377,0.0747587,1.00477,1.00787,1.00466,0.998312,0.991896,12.4033
378,0.0739493,1.00407,1.00746,1.00436,0.998617,0.992225,12.4362
379,0.0732829,1.00319,1.00741,1.00415,0.998973,0.992115,12.4691
380,0.0727089,1.00261,1.00717,1.00325,0.99934,0.99264,12.502
381,0.0721703,1.00226,1.00771,1.00297,0.99962,0.992801,12.5349
382,0.0716463,1.00195,1.0075,1.00332,0.999473,0.99421,12.5678
383,0.0711763,1.00147,1.00747,1.00362,0.999404,0.994759,12.6007
384,0.0706034,1.00112,1.00763,1.00302,0.999636,0.9952,12.6336
385,0.0700139,1.00056,1.0077,1.00242,1.00018,0.995946,12.6665
386,0.0693612,1.00075,1.00724,1.00209,1.00044,0.995805,12.6994
387,0.0685626,1.00133,1.00764,1.00195,1.00048,0.996213,12.7323
388,0.0675917,1.00115,1.00681,1.00173,1.00038,0.996202,12.7652
389,0.0664357,1.00135,1.00674,1.00187,1.00033,0.996065,12.7981
390,0.0651382,1.00135,1.00674,1.00248,1.00027,0.996164,12.831
391,0.063696,1.00129,1.00687,1.00373,1.00029,0.995959,12.8639
392,0.0622625,1.00154,1.00605,1.00417,1.0007,0.995977,12.8968
393,0.0608537,1.00263,1.00535,1.00533,1.00049,0.996096,12.9297
394,0.0594334,1.00351,1.00473,1.00636,1.00048,0.996158,12.9626
395,0.0581772,1.00375,1.00318,1.00631,1.00078,0.99634,12.9955
396,0.0570328,1.00464,1.0032,1.00699,1.00087,0.99633,13.0284
397,0.0560623,1.00455,1.00273,1.00651,1.00081,0.996765,13.0613
398,0.0552511,1.00461,1.00211,1.00663,1.00052,0.996492,13.0942
399,0.0544512,1.00354,1.00241,1.00682,1.00085,0.996127,13.1271
400,0.0538147,1.0036,1.00182,1.00683,1.00029,0.996322,13.16
401,0.053394,1.00449,1.00145,1.00564,0.999811,0.996443,13.1929
